Index	X	Acquisition
948	22.4362968809369	770
949	22.466639747147	732
950	22.496982680796	770
951	22.5273256819747	811
952	22.5576687507743	731
953	22.5880118872857	741
954	22.6183550916	765
955	22.6486983638082	779
956	22.6790417040014	724
957	22.7093851122705	744
958	22.7397285887067	808
959	22.7700721334009	739
960	22.8004157464442	751
961	22.8307594279276	751
962	22.8611031779422	761
963	22.8914469965789	761
964	22.9217908839288	792
965	22.952134840083	745
966	22.9824788651324	811
967	23.0128229591681	753
968	23.0431671222812	773
969	23.0735113545626	764
970	23.1038556561034	805
971	23.1342000269947	750
972	23.1645444673274	750
973	23.1948889771926	770
974	23.2252335566813	737
975	23.2555782058845	731
976	23.2859229248934	749
977	23.3162677137988	807
978	23.3466125726919	832
979	23.3769575016637	750
980	23.4073025008052	754
981	23.4376475702074	791
982	23.4679927099615	766
983	23.4983379201583	800
984	23.5286832008889	722
985	23.5590285522444	788
986	23.5893739743159	805
987	23.6197194671942	767
988	23.6500650309705	779
989	23.6804106657358	803
990	23.7107563715811	820
991	23.7411021485975	841
992	23.771447996876	777
993	23.8017939165076	799
994	23.8321399075834	854
995	23.8624859701943	820
996	23.8928321044314	786
997	23.9231783103858	808
998	23.9535245881485	834
999	23.9838709378105	867
1000	24.0142173594628	824
1001	24.0445638531965	817
1002	24.0749104191026	840
1003	24.1052570572721	865
1004	24.1356037677961	776
1005	24.1659505507656	882
1006	24.1962974062717	859
1007	24.2266443344053	917
1008	24.2569913352575	910
1009	24.2873384089193	908
1010	24.3176855554817	878
1011	24.3480327750359	796
1012	24.3783800676728	824
1013	24.4087274334834	788
1014	24.4390748725588	854
1015	24.4694223849901	821
1016	24.4997699708682	833
1017	24.5301176302841	827
1018	24.560465363329	853
1019	24.5908131700938	826
1020	24.6211610506696	792
1021	24.6515090051474	812
1022	24.6818570336182	848
1023	24.7122051361731	798
1024	24.7425533129031	839
1025	24.7729015638992	805
1026	24.8032498892525	833
1027	24.8335982890539	832
1028	24.8639467633946	839
1029	24.8942953123656	793
1030	24.9246439360578	865
1031	24.9549926345624	789
1032	24.9853414079703	810
1033	25.0156902563726	864
1034	25.0460391798603	835
1035	25.0763881785245	839
1036	25.1067372524562	844
1037	25.1370864017463	804
1038	25.167435626486	836
1039	25.1977849267663	845
1040	25.2281343026781	829
1041	25.2584837543126	847
1042	25.2888332817608	813
1043	25.3191828851137	830
1044	25.3495325644623	846
1045	25.3798823198977	837
1046	25.4102321515108	818
1047	25.4405820593928	848
1048	25.4709320436347	778
1049	25.5012821043274	780
1050	25.531632241562	819
1051	25.5619824554297	770
1052	25.5923327460212	787
1053	25.6226831134278	824
1054	25.6530335577405	898
1055	25.6833840790502	831
1056	25.7137346774481	836
1057	25.744085353025	860
1058	25.7744361058722	897
1059	25.8047869360805	901
1060	25.8351378437411	886
1061	25.865488828945	831
1062	25.8958398917831	877
1063	25.9261910323466	877
1064	25.9565422507265	853
1065	25.9868935470137	825
1066	26.0172449212994	858
1067	26.0475963736745	831
1068	26.0779479042301	831
1069	26.1082995130573	876
1070	26.138651200247	841
1071	26.1690029658902	878
1072	26.1993548100781	845
1073	26.2297067329017	867
1074	26.2600587344519	839
1075	26.2904108148198	873
1076	26.3207629740964	831
1077	26.3511152123729	868
1078	26.3814675297401	880
1079	26.4118199262892	863
1080	26.4421724021111	895
1081	26.472524957297	869
1082	26.5028775919378	852
1083	26.5332303061245	850
1084	26.5635830999482	917
1085	26.5939359735	863
1086	26.6242889268708	856
1087	26.6546419601517	891
1088	26.6849950734337	860
1089	26.7153482668079	823
1090	26.7457015403652	853
1091	26.7760548941968	853
1092	26.8064083283936	875
1093	26.8367618430467	855
1094	26.8671154382471	814
1095	26.8974691140858	860
1096	26.927822870654	877
1097	26.9581767080425	872
1098	26.9885306263424	962
1099	27.0188846256449	871
1100	27.0492387060408	906
1101	27.0795928676212	826
1102	27.1099471104773	896
1103	27.1403014346999	864
1104	27.1706558403801	885
1105	27.201010327609	839
1106	27.2313648964776	883
1107	27.2617195470769	832
1108	27.2920742794979	931
1109	27.3224290938318	876
1110	27.3527839901694	867
1111	27.3831389686019	944
1112	27.4134940292203	902
1113	27.4438491721156	946
1114	27.4742043973788	845
1115	27.504559705101	840
1116	27.5349150953732	917
1117	27.5652705682864	907
1118	27.5956261239317	880
1119	27.6259817624002	884
1120	27.6563374837827	925
1121	27.6866932881704	898
1122	27.7170491756543	895
1123	27.7474051463254	944
1124	27.7777612002748	970
1125	27.8081173375934	960
1126	27.8384735583724	892
1127	27.8688298627027	881
1128	27.8991862506755	861
1129	27.9295427223816	877
1130	27.9598992779122	881
1131	27.9902559173582	912
1132	28.0206126408108	906
1133	28.0509694483609	903
1134	28.0813263400996	897
1135	28.1116833161179	917
